job_type,cpu_required,memory_required_gb,estimated_runtime_minutes,priority,current_node_load,available_cpu_cores,available_memory_gb,recommended_node
ML Training,11,49,465,Low,21,12,75,Node-038
ML Training,20,67,515,High,90,59,229,Node-039
ML Training,29,99,673,High,16,51,207,Node-040
ETL,8,47,320,High,21,17,39,Node-041
ETL,32,118,906,Medium,27,47,234,Node-042
Analytics,20,71,575,High,33,34,154,Node-043
Simulation,22,65,602,High,93,40,212,Node-044
ETL,18,55,481,Medium,87,63,256,Node-045
ML Training,29,91,567,High,37,28,141,Node-046
ML Training,24,78,765,Low,86,49,166,Node-047
ETL,32,93,658,Medium,9,32,155,Node-048
Analytics,23,73,608,Low,64,58,256,Node-049
Data Processing,25,87,651,High,48,32,119,Node-050
ETL,9,21,240,High,67,47,190,Node-051
ML Training,28,78,692,Low,73,46,222,Node-052
Analytics,14,54,345,Medium,86,10,61,Node-053
ETL,27,92,512,Low,72,44,209,Node-054
ETL,3,8,106,Critical,57,54,248,Node-055
Analytics,29,101,587,Low,32,58,256,Node-056
ML Training,8,50,296,Critical,27,61,256,Node-057
Analytics,26,97,668,High,32,44,202,Node-058
Simulation,22,74,620,Medium,56,16,68,Node-059
Simulation,12,49,356,Medium,25,28,107,Node-060
Analytics,19,75,470,High,15,46,226,Node-061
Analytics,25,81,591,Critical,69,12,105,Node-062
Data Processing,27,93,608,Critical,60,44,201,Node-063
Data Processing,9,24,309,Medium,54,30,123,Node-064
ETL,25,92,766,High,48,51,195,Node-065
Data Processing,30,95,736,Medium,45,14,62,Node-066
Data Processing,9,42,434,Medium,62,20,104,Node-067
ETL,31,113,852,High,87,24,181,Node-068
ML Training,21,74,603,Low,29,37,170,Node-069
Simulation,28,91,729,High,22,47,195,Node-070
ETL,30,94,764,High,77,29,128,Node-071
ETL,32,99,774,Medium,34,31,175,Node-072
ETL,14,56,463,Medium,84,35,170,Node-073
Simulation,4,20,48,Medium,19,22,137,Node-074
ETL,25,75,804,Low,6,58,256,Node-075
ML Training,19,65,652,High,28,57,206,Node-076
Data Processing,25,90,784,High,49,39,151,Node-077
Data Processing,20,67,416,High,73,22,136,Node-078
Data Processing,31,98,637,Medium,5,13,72,Node-079
ML Training,5,16,294,Medium,30,40,229,Node-080
Simulation,3,19,335,High,69,19,97,Node-081
ML Training,3,9,184,Low,54,10,64,Node-082
ML Training,3,17,171,Low,49,35,152,Node-083
Simulation,7,35,305,Critical,6,22,89,Node-084
Simulation,26,96,581,Low,81,51,221,Node-085
Analytics,22,72,635,Medium,93,38,171,Node-086
Data Processing,22,72,603,High,41,15,59,Node-087
Simulation,21,88,559,Medium,55,51,236,Node-088
Data Processing,27,76,830,Medium,9,44,150,Node-089
Simulation,29,76,665,Medium,37,10,60,Node-090
Simulation,27,81,613,Medium,49,9,79,Node-091
Data Processing,15,39,419,Medium,94,16,33,Node-092
Analytics,9,41,168,Medium,34,13,75,Node-093
Data Processing,29,92,695,High,34,51,205,Node-094
Data Processing,6,29,314,Medium,24,59,256,Node-095
Analytics,4,5,314,Medium,10,10,86,Node-096
Data Processing,25,91,630,High,12,44,240,Node-097
ML Training,10,45,274,Medium,80,9,53,Node-098
Simulation,15,58,244,High,80,8,38,Node-099
ML Training,28,99,623,Low,30,16,70,Node-100
Analytics,26,93,606,Low,62,13,50,Node-001
ML Training,15,59,353,Critical,69,45,147,Node-002
Data Processing,2,8,245,High,42,44,204,Node-003
Simulation,4,17,221,Medium,10,51,228,Node-004
Analytics,17,56,426,Critical,77,59,256,Node-005
Data Processing,6,56,313,High,33,34,165,Node-006
Analytics,28,105,524,High,89,49,227,Node-007
Analytics,28,81,592,Medium,94,9,70,Node-008
ML Training,5,21,282,Medium,38,49,204,Node-009
ML Training,5,17,367,Medium,75,20,86,Node-010
Simulation,28,92,612,Medium,8,59,256,Node-011
Simulation,21,63,682,Critical,40,47,230,Node-012
Simulation,26,95,643,High,56,20,109,Node-013
ML Training,27,91,512,Low,45,32,163,Node-014
ETL,21,65,496,Medium,5,46,222,Node-015
ETL,6,21,324,High,61,52,208,Node-016
Data Processing,5,33,214,Medium,78,46,193,Node-017
ML Training,4,34,154,High,61,52,203,Node-018
ML Training,3,33,298,High,11,19,64,Node-019
Data Processing,21,64,457,Medium,11,51,194,Node-020
Analytics,2,16,97,Low,89,42,191,Node-021
ETL,13,32,410,Medium,55,13,86,Node-022
ML Training,6,53,354,Critical,44,39,176,Node-023
Data Processing,15,59,542,High,10,24,118,Node-024
ETL,10,36,472,High,22,60,256,Node-025
ETL,23,77,603,High,81,26,139,Node-026
Simulation,24,81,575,Medium,39,58,237,Node-027
Simulation,6,20,361,Medium,72,48,206,Node-028
Data Processing,13,30,528,Critical,47,38,134,Node-029
Data Processing,6,43,171,High,23,62,256,Node-030
Analytics,5,23,274,Medium,88,23,97,Node-031
Simulation,15,60,389,High,17,43,182,Node-032
ML Training,22,68,469,High,76,16,59,Node-033
ETL,4,32,238,High,21,18,83,Node-034
Data Processing,27,89,607,Medium,27,19,92,Node-035
ETL,6,14,241,Medium,27,15,82,Node-036
Simulation,8,13,86,Medium,25,52,231,Node-037
ML Training,25,81,553,Medium,7,64,256,Node-038
ML Training,21,73,560,Critical,45,20,142,Node-039
Analytics,19,58,547,High,7,22,82,Node-040
Data Processing,11,41,321,Low,20,20,97,Node-041
ETL,6,26,325,High,84,49,256,Node-042
Simulation,4,8,64,Low,61,38,166,Node-043
Analytics,4,33,166,Medium,23,29,141,Node-044
ML Training,1,34,153,Low,16,19,72,Node-045
ML Training,17,67,334,Medium,76,18,90,Node-046
ML Training,10,46,250,Medium,22,48,226,Node-047
ML Training,9,25,263,Medium,66,22,116,Node-048
Data Processing,19,59,415,Medium,11,31,136,Node-049
ML Training,32,125,668,High,11,35,133,Node-050
ML Training,25,81,581,Low,17,51,204,Node-051
Simulation,7,11,248,Medium,37,42,221,Node-052
ETL,25,83,629,Medium,76,19,57,Node-053
Analytics,32,117,654,Medium,13,11,40,Node-054
Analytics,27,88,670,Low,87,22,75,Node-055
Analytics,12,34,406,High,22,61,256,Node-056
Analytics,9,35,279,High,50,33,122,Node-057
ML Training,7,31,288,Medium,28,51,210,Node-058
Simulation,25,79,776,Medium,25,10,67,Node-059
ML Training,27,98,561,High,79,19,73,Node-060
ML Training,24,75,846,Medium,60,13,75,Node-061
Data Processing,5,39,128,High,27,44,212,Node-062
Simulation,28,103,552,High,18,21,71,Node-063
Data Processing,15,50,337,Medium,82,13,45,Node-064
ETL,5,20,230,High,80,60,256,Node-065
Analytics,32,104,861,Critical,60,55,256,Node-066
ML Training,1,2,263,Medium,17,37,186,Node-067
ML Training,25,84,554,High,6,10,86,Node-068
ETL,15,46,450,Medium,7,20,94,Node-069
Simulation,15,48,283,Medium,61,20,120,Node-070
ML Training,29,87,469,Medium,31,61,236,Node-071
ETL,11,37,350,High,64,52,207,Node-072
Data Processing,28,103,548,Medium,25,41,181,Node-073
ETL,20,72,579,High,71,54,222,Node-074
Simulation,13,44,358,Low,68,9,16,Node-075
ML Training,7,31,263,Low,75,58,210,Node-076
ETL,6,20,293,Critical,7,11,66,Node-077
Data Processing,5,7,119,Medium,75,50,193,Node-078
Analytics,13,52,604,Low,84,46,192,Node-079
ML Training,18,64,612,High,79,42,213,Node-080
Data Processing,16,55,393,Medium,73,15,60,Node-081
ML Training,14,50,407,Critical,26,8,63,Node-082
ML Training,6,33,208,Medium,92,43,142,Node-083
Simulation,16,69,460,High,40,41,149,Node-084
ML Training,12,38,517,Low,41,22,61,Node-085
Analytics,30,83,830,High,44,61,256,Node-086
Analytics,3,15,160,Medium,15,18,95,Node-087
ETL,5,31,42,High,46,41,179,Node-088
Analytics,20,57,467,Medium,92,34,153,Node-089
Data Processing,24,54,554,High,28,52,196,Node-090
ML Training,2,13,129,Critical,89,36,149,Node-091
Analytics,23,83,558,Medium,37,8,16,Node-092
ML Training,24,84,642,High,88,29,108,Node-093
ETL,26,84,592,High,85,37,188,Node-094
ML Training,21,68,364,Medium,72,20,97,Node-095
Analytics,13,33,517,Medium,65,61,256,Node-096
ML Training,28,84,603,High,73,30,147,Node-097
Data Processing,4,12,35,Medium,90,20,92,Node-098
Simulation,25,77,555,High,28,56,256,Node-099
Analytics,10,25,402,Medium,82,47,225,Node-100
ML Training,10,38,259,Critical,10,14,81,Node-001
ML Training,19,72,331,Medium,43,48,221,Node-002
ETL,21,88,412,Medium,21,23,101,Node-003
ML Training,17,75,577,High,75,15,73,Node-004
ETL,29,80,697,Medium,78,29,98,Node-005
Data Processing,23,68,710,Medium,56,45,194,Node-006
Analytics,17,56,578,Critical,57,53,239,Node-007
Analytics,14,46,358,High,64,21,123,Node-008
ETL,22,79,501,Critical,67,43,188,Node-009
Simulation,22,84,409,Medium,72,38,184,Node-010
ML Training,30,82,700,Medium,14,29,116,Node-011
Data Processing,20,56,529,High,28,45,188,Node-012
ML Training,6,14,211,Medium,42,48,177,Node-013
ETL,25,97,668,Medium,92,62,255,Node-014
ETL,8,40,260,Critical,47,23,97,Node-015
ML Training,7,22,231,High,80,12,42,Node-016
Data Processing,30,115,637,Medium,93,27,152,Node-017
ML Training,19,59,597,High,59,55,256,Node-018
ETL,29,98,621,Low,20,32,139,Node-019
Analytics,26,89,571,Medium,14,61,255,Node-020
ML Training,17,41,527,Medium,63,46,163,Node-021
ETL,19,64,285,Low,36,36,177,Node-022
Analytics,21,81,426,Medium,29,20,105,Node-023
Analytics,1,16,87,High,38,29,137,Node-024
ML Training,26,84,680,Medium,21,26,127,Node-025
Analytics,29,111,580,Medium,5,9,67,Node-026
ML Training,14,40,274,Critical,19,20,109,Node-027
ETL,12,43,333,Low,80,8,39,Node-028
Analytics,15,49,376,High,90,14,69,Node-029
Analytics,7,26,83,Critical,56,59,256,Node-030
Data Processing,24,80,668,Critical,66,24,120,Node-031
ML Training,20,79,327,High,12,31,86,Node-032
Simulation,12,48,377,High,83,56,202,Node-033
Data Processing,20,57,647,Low,30,33,139,Node-034
Simulation,12,46,180,Medium,19,32,155,Node-035
ETL,3,12,23,Medium,36,25,131,Node-036
Data Processing,14,52,323,Medium,17,19,103,Node-037
Data Processing,26,100,445,High,38,46,206,Node-038
Analytics,9,33,518,Medium,78,44,167,Node-039
Data Processing,28,82,660,Low,17,20,130,Node-040
Data Processing,20,56,465,Medium,26,31,147,Node-041
Data Processing,3,25,292,Critical,30,63,256,Node-042
ML Training,14,50,369,High,92,62,237,Node-043
Simulation,28,105,597,Medium,23,57,256,Node-044
Simulation,1,11,256,High,63,64,256,Node-045
ETL,27,96,642,Low,18,12,31,Node-046
Data Processing,10,53,288,Medium,6,22,142,Node-047
Analytics,7,29,304,Low,53,42,144,Node-048
Simulation,11,32,261,Medium,32,32,145,Node-049
Simulation,2,25,327,High,24,26,105,Node-050
Data Processing,21,78,557,Medium,24,32,149,Node-051
ML Training,20,76,452,High,16,22,105,Node-052
ML Training,21,77,600,Medium,63,40,177,Node-053
Data Processing,12,51,371,Low,82,62,256,Node-054
Analytics,13,36,338,Medium,71,30,140,Node-055
Simulation,13,35,397,High,93,13,90,Node-056
ETL,16,60,447,High,53,40,195,Node-057
Data Processing,30,96,769,High,39,26,114,Node-058
Data Processing,13,61,342,High,64,36,122,Node-059
Analytics,14,60,428,High,5,40,147,Node-060
Simulation,2,19,59,Low,78,16,97,Node-061
Analytics,15,62,322,Medium,47,15,83,Node-062
Simulation,24,80,487,Medium,54,63,250,Node-063
Analytics,6,21,81,Low,56,11,26,Node-064
Simulation,8,33,209,High,34,49,212,Node-065
Analytics,16,52,371,Medium,7,39,191,Node-066
ML Training,12,42,172,Medium,91,59,256,Node-067
ETL,18,80,406,Medium,67,56,237,Node-068
Analytics,29,96,524,High,8,52,189,Node-069
ETL,5,22,355,High,51,63,256,Node-070
ML Training,22,51,592,Critical,48,19,81,Node-071
ETL,22,79,577,Medium,64,18,82,Node-072
Simulation,13,60,502,Medium,43,17,63,Node-073
Data Processing,29,89,838,Critical,59,12,78,Node-074
Data Processing,7,21,342,Low,60,55,233,Node-075
Data Processing,15,61,534,High,19,14,103,Node-076
Analytics,28,77,688,Medium,41,59,256,Node-077
ETL,32,100,603,Medium,36,47,186,Node-078
Data Processing,13,51,417,Medium,46,30,155,Node-079
ML Training,25,76,599,Medium,9,43,211,Node-080
Analytics,29,84,914,High,64,60,256,Node-081
ETL,17,63,349,High,33,61,256,Node-082
Simulation,17,56,589,Medium,9,40,171,Node-083
ML Training,3,25,220,Medium,76,57,236,Node-084
Data Processing,12,41,458,Medium,93,50,233,Node-085
Simulation,3,29,328,High,19,47,206,Node-086
Analytics,8,29,381,High,47,40,157,Node-087
ETL,7,34,350,Medium,25,52,224,Node-088
ETL,29,84,708,Low,76,30,141,Node-089
ML Training,1,18,59,High,74,38,128,Node-090
Data Processing,5,32,280,High,76,53,255,Node-091
Analytics,23,67,410,Medium,38,10,74,Node-092
Data Processing,13,41,411,Critical,39,27,139,Node-093
Analytics,22,78,560,High,26,58,255,Node-094
ML Training,4,17,158,High,78,36,179,Node-095
Analytics,19,52,483,Medium,91,44,216,Node-096
ML Training,12,26,414,Critical,83,50,206,Node-097
Simulation,31,94,807,Medium,43,56,239,Node-098
Data Processing,32,81,618,Low,55,64,256,Node-099
Simulation,20,67,550,Medium,29,16,102,Node-100
ML Training,21,62,558,Medium,63,31,140,Node-001
ML Training,25,83,698,Medium,25,41,203,Node-002
Simulation,9,45,197,Low,72,22,137,Node-003
Data Processing,25,80,663,Low,26,20,101,Node-004
ML Training,5,20,169,Critical,51,15,58,Node-005
Data Processing,25,86,456,Low,41,54,256,Node-006
Simulation,29,108,683,Medium,52,27,121,Node-007
Data Processing,19,71,628,Medium,64,43,166,Node-008
Simulation,29,88,786,Medium,68,28,129,Node-009
Analytics,4,28,108,Medium,52,32,172,Node-010
ML Training,23,65,614,High,37,15,97,Node-011
ML Training,31,96,675,High,53,40,130,Node-012
Analytics,29,113,835,Low,30,39,162,Node-013
ML Training,7,36,168,Medium,25,33,131,Node-014
Data Processing,26,82,761,Medium,77,39,176,Node-015
Data Processing,8,19,177,High,92,40,177,Node-016
Analytics,14,59,515,High,79,58,250,Node-017
Simulation,4,29,215,Low,74,10,27,Node-018
Analytics,19,67,480,Low,64,27,131,Node-019
ETL,20,57,622,Low,35,39,194,Node-020
ML Training,10,32,182,Low,68,45,217,Node-021
Analytics,12,60,411,Low,86,59,256,Node-022
Simulation,5,24,145,Low,69,30,150,Node-023
ETL,11,49,339,Medium,8,21,79,Node-024
Analytics,20,69,585,Medium,16,23,83,Node-025
ML Training,5,24,299,Medium,76,43,169,Node-026
ETL,17,65,512,High,73,34,112,Node-027
ETL,7,25,108,Medium,59,54,256,Node-028
ETL,1,6,171,High,35,12,70,Node-029
ML Training,3,8,265,Low,36,31,136,Node-030
Data Processing,22,76,449,Low,93,10,80,Node-031
Simulation,20,69,434,High,84,63,256,Node-032
ETL,15,57,361,High,24,53,209,Node-033
Data Processing,22,82,514,Medium,90,16,114,Node-034
ML Training,21,78,687,Medium,16,40,182,Node-035
ETL,29,88,659,Medium,91,8,61,Node-036
ML Training,20,74,465,High,6,30,121,Node-037
Data Processing,8,32,88,High,13,29,132,Node-038
ML Training,1,28,172,Critical,81,9,38,Node-039
ML Training,9,57,227,High,62,22,91,Node-040
ML Training,15,60,316,High,56,53,237,Node-041
ETL,16,45,420,Medium,30,22,108,Node-042
Simulation,31,97,707,Low,8,34,123,Node-043
ETL,15,49,447,High,41,50,237,Node-044
ML Training,28,106,629,Medium,22,9,56,Node-045
ML Training,3,30,252,Medium,35,59,256,Node-046
Analytics,16,63,418,Low,80,48,173,Node-047
Data Processing,8,34,351,High,78,45,209,Node-048
Simulation,14,50,549,High,84,41,153,Node-049
Data Processing,10,24,292,Medium,21,16,103,Node-050
Analytics,8,32,192,High,93,53,207,Node-051
Simulation,25,68,486,Medium,93,15,101,Node-052
Data Processing,3,13,10,Medium,86,19,78,Node-053
ML Training,5,12,333,High,32,20,88,Node-054
Analytics,6,40,201,Low,93,61,248,Node-055
ML Training,2,7,197,Critical,73,39,149,Node-056
ML Training,25,73,703,Medium,57,58,256,Node-057
Analytics,10,50,303,High,49,32,135,Node-058
Analytics,21,59,410,Medium,53,38,203,Node-059
Analytics,2,9,129,Critical,10,32,102,Node-060
ETL,26,78,757,Low,85,52,206,Node-061
ML Training,25,106,560,Medium,41,37,157,Node-062
Data Processing,18,67,445,Medium,38,40,176,Node-063
ML Training,16,51,412,High,21,36,123,Node-064
ML Training,30,100,749,Medium,69,36,219,Node-065
ML Training,11,33,259,Low,87,28,145,Node-066
Simulation,5,14,150,Medium,49,58,249,Node-067
ETL,5,16,242,High,53,62,220,Node-068
Analytics,7,41,289,High,9,52,220,Node-069
Simulation,14,42,282,Critical,47,27,126,Node-070
ML Training,16,39,301,High,41,24,153,Node-071
ML Training,1,2,53,Low,83,11,60,Node-072
Data Processing,7,25,292,Low,46,41,175,Node-073
Data Processing,12,42,210,Medium,25,8,29,Node-074
ML Training,4,25,236,Medium,65,8,47,Node-075
Data Processing,1,16,177,Low,55,60,234,Node-076
Analytics,16,59,530,Medium,70,26,104,Node-077
Analytics,18,47,592,High,85,10,42,Node-078
Analytics,26,90,609,Medium,64,42,183,Node-079
ETL,20,64,566,Low,47,15,76,Node-080
ETL,6,25,328,Medium,56,45,181,Node-081
Analytics,2,18,226,Low,67,46,204,Node-082
Analytics,13,55,518,High,82,51,198,Node-083
ML Training,20,91,495,Medium,19,29,149,Node-084
Data Processing,4,11,134,Critical,71,63,256,Node-085
Analytics,30,108,764,Low,28,57,235,Node-086
Simulation,16,38,329,Medium,59,63,246,Node-087
Analytics,8,35,250,Low,32,54,228,Node-088
Data Processing,7,31,237,Low,89,54,240,Node-089
ML Training,22,86,738,Medium,10,14,91,Node-090
Data Processing,8,8,304,Medium,24,62,256,Node-091
ML Training,11,38,342,Medium,57,46,212,Node-092
Data Processing,24,76,668,High,20,22,88,Node-093
Simulation,18,65,446,Medium,71,23,125,Node-094
ML Training,22,76,543,Low,25,38,172,Node-095
Simulation,31,96,754,Low,69,34,153,Node-096
Simulation,19,86,626,High,64,15,113,Node-097
Data Processing,2,34,223,Medium,15,59,256,Node-098
Analytics,19,74,403,Low,34,14,68,Node-099
Analytics,8,22,252,High,32,41,173,Node-100
ETL,2,2,242,Low,10,13,74,Node-001
ETL,24,70,472,High,55,50,256,Node-002
Analytics,3,19,124,Critical,27,31,142,Node-003
Simulation,9,40,266,Low,20,20,106,Node-004
Analytics,6,22,171,High,36,54,223,Node-005
Data Processing,26,92,482,Medium,59,16,73,Node-006
Analytics,2,2,148,Low,42,27,144,Node-007
Simulation,14,52,420,Medium,27,38,161,Node-008
Analytics,27,101,616,Medium,76,55,224,Node-009
ML Training,27,77,693,Low,39,60,256,Node-010
Analytics,29,93,635,Critical,85,21,103,Node-011
Simulation,24,88,726,Critical,52,26,107,Node-012
ETL,18,59,437,High,53,50,204,Node-013
ETL,31,101,764,High,27,26,125,Node-014
Data Processing,19,61,259,Low,55,50,190,Node-015
ML Training,15,42,481,Medium,28,54,221,Node-016
ML Training,25,86,576,Medium,81,26,110,Node-017
Data Processing,12,59,270,Low,42,47,207,Node-018
ML Training,25,89,634,Medium,26,38,170,Node-019
ETL,6,15,387,High,72,39,162,Node-020
ML Training,25,82,465,Critical,11,28,95,Node-021
ML Training,18,61,507,High,46,62,256,Node-022
ML Training,3,23,207,Medium,54,16,98,Node-023
Simulation,17,68,542,Medium,46,12,86,Node-024
Data Processing,18,66,459,Medium,43,53,245,Node-025
Data Processing,9,22,486,High,74,30,143,Node-026
Analytics,9,30,338,Low,13,64,248,Node-027
Data Processing,4,49,243,High,44,52,231,Node-028
Data Processing,29,91,787,Medium,24,17,113,Node-029
ML Training,24,73,801,Low,74,43,160,Node-030
Analytics,9,32,365,High,27,58,256,Node-031
ML Training,8,21,146,Low,87,32,127,Node-032
Simulation,13,39,244,Medium,34,42,205,Node-033
Data Processing,21,73,415,High,68,11,79,Node-034
Analytics,13,58,438,Low,84,40,154,Node-035
Data Processing,7,21,287,Medium,59,37,165,Node-036
Analytics,19,65,636,Low,90,56,236,Node-037
Data Processing,7,13,360,Low,88,13,91,Node-038
ML Training,7,20,246,High,58,59,256,Node-039
ML Training,1,12,174,Medium,25,32,135,Node-040
ML Training,16,46,395,Medium,27,28,143,Node-041
ML Training,16,55,400,Low,78,43,193,Node-042
ML Training,22,70,553,High,80,21,82,Node-043
ML Training,17,54,352,Low,68,57,256,Node-044
Data Processing,32,98,858,High,28,17,92,Node-045
Data Processing,4,11,232,Low,44,36,141,Node-046
Analytics,18,36,198,High,61,21,88,Node-047
Data Processing,20,84,553,High,46,58,256,Node-048
Analytics,9,25,126,Low,30,9,22,Node-049
ETL,27,96,667,Medium,9,23,102,Node-050
ML Training,10,65,173,Medium,73,57,241,Node-051
Simulation,7,39,366,Medium,45,34,157,Node-052
Simulation,32,117,667,Low,10,21,63,Node-053
Data Processing,8,27,340,Medium,10,49,194,Node-054
Data Processing,29,93,590,Medium,58,51,217,Node-055
Simulation,32,96,755,Medium,68,11,39,Node-056
Data Processing,20,57,597,High,15,24,73,Node-057
ML Training,16,63,458,Medium,61,27,106,Node-058
Data Processing,6,38,341,Low,36,59,256,Node-059
Simulation,17,55,327,Medium,8,11,57,Node-060
Simulation,16,64,440,Low,46,21,98,Node-061
Analytics,27,98,737,Medium,75,51,232,Node-062
Analytics,20,54,339,Low,13,40,183,Node-063
Data Processing,23,82,570,Medium,77,38,175,Node-064
Analytics,15,45,503,Medium,13,30,121,Node-065
Data Processing,8,16,150,Low,91,63,245,Node-066
ETL,29,86,685,Low,92,46,223,Node-067
ETL,23,73,519,Medium,27,47,190,Node-068
ML Training,27,107,635,High,33,22,84,Node-069
ML Training,19,72,596,Low,34,51,199,Node-070
ETL,1,30,52,High,81,52,221,Node-071
Data Processing,25,79,523,High,9,16,57,Node-072
Analytics,9,40,257,High,81,40,201,Node-073
